Record Length,2500,Points,0.0,0.0,,Record Length,2500,Points,0.0,-8.319999695,
Sample Interval,399.99998990E-6,s,399.99998990E-6,0.0,,Sample Interval,399.99998990E-6,s,399.99998990E-6,-8.319999695,
Trigger Point,0.0,Samples,799.999979790E-6,0.0,,Trigger Point,0.0,Samples,799.999979790E-6,-8.319999695,
,,,1.1999999E-3,0.0,,,,,1.1999999E-3,-8.319999695,
,,,1.6000000E-3,0.0,,,,,1.6000000E-3,-8.319999695,
,,,1.9999999E-3,0.0,,,,,1.9999999E-3,-8.319999695,
Source,CH1,,2.3999999E-3,0.0,,Source,CH2,,2.3999999E-3,-8.319999695,
Vertical Units,Volts,,2.79999990E-3,0.0,,Vertical Units,Volts,,2.79999990E-3,-8.319999695,
Vertical Scale,2.0000000,,3.19999992E-3,0.0,,Vertical Scale,2.0000000,,3.19999992E-3,-8.319999695,
Vertical Offset,0,,3.59999994E-3,0.0,,Vertical Offset,0,,3.59999994E-3,-8.319999695,
Horizontal Units,s,,3.99999972E-3,0.0,,Horizontal Units,s,,3.99999972E-3,-8.319999695,
Horizontal Scale,99.999997474E-3,,4.39999998E-3,0.0,,Horizontal Scale,99.999997474E-3,,4.39999998E-3,-8.319999695,
Pt Fmt,Y,,4.79999976E-3,0.0,,Pt Fmt,Y,,4.79999976E-3,-8.319999695,
Yzero,-480.000000000E-3,,5.20000001E-3,0.0,,Yzero,-960.000000000E-3,,5.20000001E-3,-8.319999695,
Probe Atten,1.000000,,5.59999980E-3,0.0,,Probe Atten,10.0000000,,5.59999980E-3,-8.319999695,
,,,6.00000005E-3,0.0,,,,,6.00000005E-3,-8.319999695,
Note,TBS 1022 - 10:25:14 AM   3/11/2025,,6.39999984E-3,0.0,,Note,TBS 1022 - 10:25:14 AM   3/11/2025,,6.39999984E-3,-8.319999695,
,,,6.79999962E-3,0.0,,,,,6.79999962E-3,-8.319999695,
,,,7.19999988E-3,0.0,,,,,7.19999988E-3,-8.319999695,
,,,7.599999662E-3,-79.999998212E-3,,,,,7.599999662E-3,-8.319999695,
,,,7.999999449E-3,0.0,,,,,7.999999449E-3,-8.319999695,
,,,8.399999700E-3,0.0,,,,,8.399999700E-3,-8.319999695,
,,,8.799999952E-3,-79.999998212E-3,,,,,8.799999952E-3,-8.319999695,
,,,9.200000204E-3,-79.999998212E-3,,,,,9.200000204E-3,-8.319999695,
,,,9.599999525E-3,-79.999998212E-3,,,,,9.599999525E-3,-8.319999695,
,,,9.999999776E-3,0.0,,,,,9.999999776E-3,-8.319999695,
,,,10.4000000E-3,-79.999998212E-3,,,,,10.4000000E-3,-8.319999695,
,,,10.7999993E-3,0.0,,,,,10.7999993E-3,-8.319999695,
,,,11.1999996E-3,-79.999998212E-3,,,,,11.1999996E-3,-8.319999695,
,,,11.5999999E-3,-79.999998212E-3,,,,,11.5999999E-3,-8.319999695,
,,,12.0000001E-3,-79.999998212E-3,,,,,12.0000001E-3,-8.319999695,
,,,12.3999994E-3,-79.999998212E-3,,,,,12.3999994E-3,-8.319999695,
,,,12.7999997E-3,-79.999998212E-3,,,,,12.7999997E-3,-8.319999695,
,,,13.1999999E-3,-79.999998212E-3,,,,,13.1999999E-3,-8.319999695,
,,,13.5999992E-3,0.0,,,,,13.5999992E-3,-8.319999695,
,,,13.9999995E-3,0.0,,,,,13.9999995E-3,-8.319999695,
,,,14.3999998E-3,0.0,,,,,14.3999998E-3,-8.319999695,
,,,14.8000000E-3,-79.999998212E-3,,,,,14.8000000E-3,-8.319999695,
,,,15.1999993E-3,0.0,,,,,15.1999993E-3,-8.319999695,
,,,15.5999996E-3,0.0,,,,,15.5999996E-3,-8.319999695,
,,,15.9999989E-3,0.0,,,,,15.9999989E-3,-8.319999695,
,,,16.4000001E-3,0.0,,,,,16.4000001E-3,-8.319999695,
,,,16.7999994E-3,0.0,,,,,16.7999994E-3,-8.319999695,
,,,17.1999987E-3,0.0,,,,,17.1999987E-3,-8.319999695,
,,,17.5999999E-3,0.0,,,,,17.5999999E-3,-8.319999695,
,,,17.9999992E-3,0.0,,,,,17.9999992E-3,-8.319999695,
,,,18.4000004E-3,0.0,,,,,18.4000004E-3,-8.319999695,
,,,18.7999997E-3,0.0,,,,,18.7999997E-3,-8.319999695,
,,,19.1999990E-3,0.0,,,,,19.1999990E-3,-8.319999695,
,,,19.6000002E-3,0.0,,,,,19.6000002E-3,-8.319999695,
,,,19.9999996E-3,0.0,,,,,19.9999996E-3,-8.319999695,
,,,20.39999887E-3,0.0,,,,,20.39999887E-3,-8.319999695,
,,,20.80000006E-3,0.0,,,,,20.80000006E-3,-8.319999695,
,,,21.19999938E-3,0.0,,,,,21.19999938E-3,-8.319999695,
,,,21.59999870E-3,0.0,,,,,21.59999870E-3,-8.319999695,
,,,21.99999988E-3,0.0,,,,,21.99999988E-3,-8.319999695,
,,,22.39999920E-3,0.0,,,,,22.39999920E-3,-8.319999695,
,,,22.79999852E-3,0.0,,,,,22.79999852E-3,-8.319999695,
,,,23.19999970E-3,0.0,,,,,23.19999970E-3,-8.319999695,
,,,23.59999903E-3,0.0,,,,,23.59999903E-3,-8.319999695,
,,,24.00000021E-3,0.0,,,,,24.00000021E-3,-8.319999695,
,,,24.39999953E-3,0.0,,,,,24.39999953E-3,-8.319999695,
,,,24.79999885E-3,0.0,,,,,24.79999885E-3,-8.319999695,
,,,25.20000003E-3,0.0,,,,,25.20000003E-3,-8.319999695,
,,,25.59999935E-3,-79.999998212E-3,,,,,25.59999935E-3,-8.319999695,
